lat;long;featured
46.199548486576;6.1516273196045;A
46.215972942448;6.1516549381591;A
46.199407111431;6.1516568809509;A
46.549042371787;6.1516570380371;B
46.221129264728;6.1516897225936;A
46.199572395406;6.1517100317383;A
46.2143033;6.1517119;A
46.2143033;6.1517119;A
46.2143033;6.1517119;B
46.2143033;6.1517119;A
46.2143033;6.1517119;A
46.2143033;6.1517119;A
46.2153653;6.151718;A
46.1876639;6.1517203;B
46.1876639;6.1517203;A
46.1876639;6.1517203;A
46.1876639;6.1517203;A
46.187710534114;6.1517246708557;A
46.2183524;6.1517587;B
46.2183524;6.1517587;A
46.175706717571;6.1517622265198;A
46.210591855921;6.1517729553558;A
46.1889512;6.1517934999999;A
46.200247227912;6.1517944130279;A
46.200232376196;6.1517944130279;A
46.2002472279;6.15179441303;B
46.200239802055;6.151805141864;A
46.20663309399;6.1518158707;A
46.19928011739;6.1518173200989;A
46.2006153;6.1518264;A
46.183298808495;6.1518265995361;A
46.192737254087;6.1518282209015;A
46.20470107128;6.1518487661621;A
46.1897672;6.1518834;A
46.2047041;6.1518884;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997;A
46.2907156;6.1518997000001;A
46.2035003;6.1519026999999;A
46.2035003;6.1519026999999;A
46.2035003;6.1519026999999;A
46.2035003;6.1519026999999;A
46.2035003;6.1519026999999;A
46.20414090268;6.151903435582;A
46.2040815;6.1519088;A
46.2040815;6.1519088;B
46.2040815;6.1519088;A
46.2040815;6.1519088;A
46.20473226261;6.1519231590606;A
46.2045889;6.1519528;A
46.2208897;6.1519544;A
46.2136945;6.1519726;A
46.220850117493;6.1519768032409;A
46.199363425977;6.1519874751465;A
46.2111218;6.1520075;A
46.2111218;6.1520075;A
46.213819;6.1520124;A
46.204311685027;6.1520160883606;A
46.1984635;6.1520219;A
46.204400788649;6.1520268171967;A
46.210612746669;6.1520411762573;A
46.2208389;6.1520694;A
46.2207955085;6.15208348018;B
46.2147041;6.1520863;B
46.2147041;6.1520863;A
46.2140193;6.1520898;B
46.187893;6.1520905;A
46.2140066;6.1520926;A
46.199705137661;6.1521055492736;A
46.2035285;6.15211;A
46.187634379233;6.1521165313522;A
46.187645030311;6.152117568895;A
46.204624889865;6.1521305558807;A
46.2132017;6.1521527;A
46.2026727;6.152158;A
46.2541465;6.1521691;A
46.1901342;6.15218;B
46.1901342;6.15218;B
46.2030353;6.1522082;A
46.2129058;6.1522375;A
46.21003713247;6.1522390845947;B
46.199324350765;6.1522710502625;A
46.2112185;6.1522711;A
46.220781062606;6.1522935501517;A
46.220774744199;6.1523007014756;A
46.20414832801;6.1523164957703;A
46.1835052;6.1523238;A
46.2143964;6.1523475;B
46.2016431;6.1523484;A
46.2203214411;6.15237196375;B
46.195768;6.152387;A
46.21285584188;6.1524088473602;A
46.211114827325;6.1524236888763;A
46.2140929;6.1524384;B
46.2112109;6.1524913;B
46.2540964;6.1525074;A
46.2557187;6.152538;A
46.2019068;6.152543;A
46.19951;6.15255;A
46.211293012355;6.1525846214172;A
46.21203839361;6.1526159916618;A
46.2017637;6.1526161;B
46.2120102;6.1526306;A
46.186223713734;6.1526412645569;A
46.212142163347;6.1526419910766;A
46.2009989;6.1526616;A
46.2009989;6.1526616;A
46.2009989;6.1526616;A
46.2009989;6.1526616;A
46.219694654747;6.1526641825867;A
46.188230460255;6.152668808429;A
46.211757056251;6.1526770682617;A
46.211434075094;6.1526811809417;B
46.211434075094;6.1526811809417;A
46.2535136;6.1526898;A
46.2535136;6.1526898;A
46.211523167164;6.1526919097778;A
46.2201445;6.1527013;A
46.2829608;6.1527323;A
46.2829608;6.1527323;A
46.212109686348;6.152734825122;A
46.19879;6.15274;A
46.2530952;6.1528348;A
46.2834725;6.1528393;A
46.2834725;6.1528393;A
46.1960977;6.1528422;A
46.2547121;6.1528559999999;A
46.2547121;6.1528559999999;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;B
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;B
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.2547121;6.152856;A
46.1850048;6.1528582999999;A
46.1850048;6.1528582999999;A
46.1850048;6.1528582999999;A
46.1850048;6.1528582999999;A
46.1850048;6.1528582999999;A
46.1850048;6.1528582999999;A
46.549750710779;6.15290158302;B
46.2123239;6.1529128;A
46.208689778857;6.1529209408142;A
46.549721196839;6.1529230406921;A
46.192095;6.1529239;A
46.549662168911;6.1529444983643;A
46.2836741;6.1529619;A
46.2836741;6.1529619;A
46.2836741;6.1529619;A
46.209325008531;6.1529710023773;A
46.2111053974;6.1529782442;B
46.201909461552;6.1529801111145;A
46.2196101;6.1529819;B
46.1906472;6.152984;B
46.549711844867;6.152987503833;A
46.1993473;6.1529986;A
46.1993473;6.1529986;A
46.1993473;6.1529986;A
46.1993473;6.1529986;A
46.201675553628;6.1530122976227;A
46.198374261154;6.1530262380982;A
46.2836659;6.1530270000001;A
46.201791784506;6.1530282291748;A
46.549544112862;6.1530303290527;A
46.549662168911;6.1530303290527;A
46.549839252504;6.1530303290527;A
46.211438744939;6.1530634618377;A
46.246083414964;6.1530733108521;A
46.20298130712;6.1530747715026;A
46.211087909809;6.1530818733551;A
46.211058212233;6.1530926021911;A
46.1995851;6.1530997;A
46.1753091;6.1531133;A
46.1753091;6.1531133;A
46.1753091;6.1531133;A
46.1985226614;6.15311550926;B
46.549780224704;6.1531161597412;A
46.1932579;6.1531296000001;A
46.198500797435;6.1531370754852;A
46.549691682883;6.1531590750854;A
46.1925565;6.1531591;A
46.1925565;6.1531591;A
46.2551794;6.1531616;A
46.549546688727;6.1531633723114;A
46.201779813203;6.1531718563447;A
46.210981188173;6.1531961650726;A
46.549603140918;6.1532019904297;A
46.1767127;6.1532126;A
46.192348546502;6.1532127441803;A
46.2542845;6.1532293;A
46.1925271;6.1532382;A
46.1925271;6.1532382;A
46.210390012532;6.1532857212402;A
46.2534669;6.1532894;A
46.1965977;6.1532968;A
46.1993327;6.153297;A
46.1993327;6.153297;A
46.209231780459;6.1533071789123;A
46.209231780459;6.1533071789123;A
46.2536215;6.1533218;B
46.550577094587;6.1533307364624;A
46.550591851327;6.1533307364624;B
46.550665634963;6.1533307364624;B
46.550584472957;6.1533414652985;A
46.549528594198;6.1533430120087;B
46.253524;6.153352;A
46.550599229695;6.1533629229706;B
46.2532335;6.1533709;A
46.2532335;6.1533709;A
46.2532335;6.1533709;A
46.2532335;6.1533709;B
46.2532335;6.1533709;A
46.2532335;6.1533709;A
46.2532335;6.1533709;A
46.2532335;6.1533709;B
46.2532335;6.1533709;A
46.2532335;6.1533709;B
46.550591089702;6.1533751985168;B
46.201593871262;6.1533770780487;A
46.201593871262;6.1533770780487;A
46.2555998;6.1533798;A
46.2555998;6.1533798;A
46.2555998;6.1533798;A
46.2555998;6.1533798;A
46.2555998;6.1533798;A
46.201671647762;6.1534052963867;A
46.544473;6.153421;A
46.201710987963;6.1534234784348;B
46.551066640661;6.1534315932129;A
46.201628419996;6.153435924945;A
46.550547581097;6.153438024823;B
46.1986425;6.153439;A
46.2016586492;6.1534428253784;A
46.199955;6.153445;A
46.2860009;6.1534519;A
46.2860009;6.1534519;A
46.2860009;6.1534519;A
46.2860009;6.1534519;A
46.2860009;6.1534519;A
46.2860009;6.1534519;A
46.2860009;6.1534519;A
46.2083004;6.1534538;A
46.2083004;6.1534538;A
46.2083004;6.1534538;B
46.2083004;6.1534538;A
46.2083004;6.1534538;A
46.178722879197;6.1534573826171;B
46.198762036394;6.1534573826172;A
46.2016716478;6.15345894057;B
46.201672974001;6.1534681114532;A
46.209933824837;6.1534752576721;A
46.201772087178;6.1534843664093;A
46.208307824768;6.1534859865081;A
46.2536455;6.1535077;A
46.2536456;6.1535077999999;B
46.2540542;6.153546;A
46.2835009;6.15355;A
46.202038039412;6.1535664735413;A
46.210787054414;6.1535769661621;A
46.196655;6.1535934999999;A
46.196655;6.1535935;A
46.196655;6.1535935;A
46.198716773695;6.1536014254394;A
46.2549319;6.1536082;B
46.2837355;6.1536093;A
46.2540539;6.1536117;A
46.1996118775;6.15361603915;A
46.198635;6.153635;B
46.20160977388;6.1536373412781;A
46.20214627614;6.1536480701142;A
46.201687743392;6.1536802566223;B
46.158654071064;6.1536829651068;A
46.202179661922;6.1536976382508;A
46.2548782;6.1537127;A
46.1940564;6.1537195999999;A
46.2548643;6.1537297;A
46.2538159;6.1537335;A
46.2538139;6.1537367;A
46.202335063217;6.1537381349182;A
46.1984359;6.1537498;B
46.201591291631;6.1537685188629;A
46.1757396;6.1537765;A
46.1988521;6.1537849;B
46.1933401;6.1537958;A
46.2549387;6.1537975;A
46.2549387;6.1537975;A
46.2549387;6.1537975;A
46.2549387;6.1537975;A
46.2549387;6.1537975;A
46.2549387;6.1537975;A
46.2549387;6.1537975;A
46.1765856;6.1538084;A
46.2546005;6.153819;A
46.2020869;6.1538346;B
46.204163178668;6.1538614481628;A
46.1922379;6.1538662;A
46.1922379;6.1538662;A
46.202617234344;6.1538668809509;B
46.2833517;6.1538779;A
46.1853740816;6.15388278107;B
46.2541296;6.1539092;A
46.2538186;6.1539178;A
46.2538186;6.1539178;A
46.2538186;6.1539178;A
46.2538186;6.1539178;B
46.2538186;6.1539178;A
46.2538186;6.1539178;A
46.210591434223;6.1539336079345;A
46.2813462;6.1539513;A
46.549056367298;6.1539545556641;A
46.1881303;6.1539632;A
46.1933484;6.1539719;A
46.2537714;6.1539937;B
46.2537714;6.1539937;B
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;B
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2537714;6.1539937;A
46.2018598;6.1540017;A
46.210862397542;6.1540222854492;A
46.2539513;6.1540314;A
46.1934122;6.1540328;A
46.2550225;6.1540419;A
46.2550225;6.1540419;A
46.2550225;6.1540419;A
46.2550225;6.1540419;A
46.2550225;6.1540419;A
46.2550225;6.1540419;B
46.198827573951;6.1540446785736;A
46.207545654455;6.1540520365539;A
46.204267388948;6.1540595761047;A
46.192713350711;6.1541340862304;A
46.2103819;6.1541892;B
46.2103819;6.1541892;A
46.2103819;6.1541892;B
46.210309304055;6.1541910999999;B
46.2103687;6.1541910999999;A
46.2103687;6.1541910999999;A
46.2103687;6.1541911;A
46.2103687;6.1541911;A
46.2103687;6.1541911;A
46.193279;6.1541914;A
46.2017363;6.154212;A
46.2540079;6.1542215;A
46.1877832;6.1542952;A
46.2029339;6.1543002999999;A
46.2029339;6.1543003;A
46.19322;6.1543117;B
46.19322;6.1543117;A
46.19322;6.1543117;A
46.19322;6.1543117;A
46.210390012532;6.154315689502;A
46.197642007654;6.1543172578804;A
46.2546658;6.1543227;A
46.2546658;6.1543227;A
46.2546658;6.1543227;A
46.2546658;6.1543227;A
46.2546658;6.1543227;A
46.2546658;6.1543227;A
46.2546658;6.1543227;A
46.2546658;6.1543227;A
46.2546658;6.1543227;B
46.2546658;6.1543227;A
46.1951881;6.1543407;A
46.2010362;6.154374;A
46.2544113;6.1543823;A
46.1986077;6.1544154;A
46.204762859153;6.1544364203184;A
46.1930554;6.1544424;A
46.20447889303;6.1545007871887;A
46.202689574342;6.1545241053406;A
46.256927;6.1545259;A
46.2037771;6.1545569;A
46.2044843;6.1545616999999;A
46.207598334744;6.1545731815673;A
46.202841192022;6.1545828882217;A
46.204504998478;6.1546174755798;A
46.2549842;6.1546264;A
46.2549842;6.1546264;A
46.2543454;6.1546286;A
46.548525107124;6.1546412011719;A
46.2102319;6.1546429;A
46.2102319;6.1546429;B
46.2102319;6.1546429;B
46.2102319;6.1546429;A
46.2102319;6.1546429;A
46.209310159268;6.1546554296387;A
46.2644048;6.1546616;A
46.2644048;6.1546616;A
46.2924114;6.1546629;A
46.2924114;6.1546629;A
46.201821487091;6.154680469924;A
46.210013981509;6.1546852270752;B
46.2018066358;6.15469119876;B
46.201814061446;6.1547019275961;A
46.2027953;6.15477;A
46.199207598065;6.1548199447968;A
46.1868257;6.1548266;A
46.1868257;6.1548266;A
46.1868257;6.1548266;A
46.20416104181;6.1548268452301;A
46.19783813173;6.1548304345322;A
46.204188935666;6.1548507097259;A
46.204175892464;6.1548590317383;A
46.204203786313;6.154861438562;A
46.1929746;6.1548751;A
46.198209;6.154956;A
46.198209;6.154956;A
46.1967338;6.1549778999999;A
46.2543134;6.1549795;A
46.2543134;6.1549795;A
46.2543134;6.1549795;B
46.2883667;6.1550052;A
46.1870176;6.1550128;A
46.1870176;6.1550128;A
46.1870176;6.1550128;A
46.204657224786;6.1550320971755;B
46.1982523;6.1550731;A
46.1982523;6.1550731;A
46.1982523;6.1550731;A
46.2552172;6.1551061;A
46.1992636;6.1551254999999;A
46.196344741463;6.1551359295777;A
46.196337315078;6.1551466584137;A
46.2046466;6.155155;A
46.196329888692;6.1551573872498;A
46.196337315078;6.1551573872498;A
46.210058726703;6.1551620596634;A
46.196322462305;6.1551681160859;A
46.200572527262;6.1551795037048;A
46.196374446994;6.155189573758;A
46.2041525;6.1551925;A
46.2041525;6.1551925;A
46.2041525;6.1551925;A
46.2041525;6.1551925;A
46.204668354434;6.155196832727;A
46.198040464827;6.1552149269663;A
46.196285330354;6.1552217602662;A
46.206518426597;6.155256244458;A
46.196263051172;6.1552646756104;A
46.2554684;6.1552765;A
46.2554684;6.1552765;A
46.2554684;6.1552765;A
46.545779102768;6.1552770886383;A
46.1962481984;6.15529686212;B
46.210001186557;6.1553068989502;A
46.196255624776;6.1553075909546;A
46.196277903961;6.1553183197907;A
46.2546682;6.1553213;A
46.196255624776;6.1553290486267;A
46.196270477567;6.1553397774628;A
46.201086343335;6.1553563865994;A
46.196270477567;6.1553612351349;A
46.1895857;6.1553668;A
46.196277903961;6.1553826928071;A
46.197998;6.1553886;A
46.210030884704;6.1553927296387;A
46.196248198378;6.1553934216431;A
46.2044296;6.1553941;A
46.2027116;6.1554061;A
46.19621849278;6.1554148793152;A
46.204469103863;6.1554247399506;A
46.202905620486;6.1554314884522;A
46.204483954434;6.1554354687867;A
46.204483954434;6.1554354687867;A
46.19624077198;6.1554363369873;A
46.196173934351;6.1554363369873;A
46.1825151;6.1554428;A
46.1825151;6.1554428;A
46.1825151;6.1554428;A
46.202542;6.15545;A
46.196202536493;6.1554536799622;A
46.1684219;6.1554696;A
46.202004;6.155476;A
46.202004;6.155476;B
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;B
46.202004;6.155476;B
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.202004;6.155476;A
46.19624077198;6.1554899811676;A
46.196129375887;6.1554899811676;A
46.204924486938;6.1554991744995;A
46.204865916966;6.1555065903045;A
46.2553061;6.1555083;A
46.196188787165;6.1555114388398;A
46.209963523021;6.1555137365234;A
46.201176263673;6.1555180012581;B
46.196157978052;6.1555180529786;A
46.1807437;6.1555235;A
46.1807437;6.1555235;A
46.1807437;6.1555235;A
46.1963488;6.1555449;B
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556;A
46.1964075;6.1555556000001;A
46.1964075;6.1555556000001;A
46.54603182794;6.1555623343628;A
46.20482849759;6.1555744267974;A
46.204843348064;6.1555744267974;A
46.1975505;6.1555935;A
46.1975505;6.1555935;A
46.201077960528;6.1556165251312;A
46.201159224001;6.1556226074097;B
46.204969870129;6.1556353363372;A
46.1898318;6.1556459;A
46.205027789039;6.1556479353516;A
46.201156822525;6.1556480823699;A
46.2554344;6.1556544;A
46.20496244491;6.1556567940094;A
46.2043713;6.1557047;A
46.2549157;6.1557305;A
46.2549157;6.1557305;A
46.2549157;6.1557305;B
46.2549157;6.1557305;A
46.2549157;6.1557305;A
46.2549157;6.1557305;B
46.2549157;6.1557305;A
46.2549157;6.1557305;A
46.2549157;6.1557305;A
46.205032191;6.15577618987;B
46.2050225;6.155777;A
46.2024966;6.1557837;B
46.2048982812;6.15581409633;B
46.193948115649;6.1558448380981;A
46.1675187;6.1558462;A
46.202018236697;6.1558777944428;A
46.194000102584;6.1558984822784;A
46.2073889;6.1559028;A
46.2815573;6.1559057;A
46.281517564899;6.1559107708251;A
46.1968345;6.1559213;A
46.1968345;6.1559213;A
46.1968345;6.1559213;A
46.1968345;6.1559213;A
46.1968345;6.1559213;B
46.2022056;6.1559242;A
46.205044122268;6.1559250149109;A
46.205256;6.15593;A
46.1962498;6.1559351;A
46.209520634573;6.1559724982086;A
46.1828451;6.1559791;B
46.20507053064;6.1560072629821;A
46.2555667;6.1560134;A
46.2551782;6.1560203;A
46.2551782;6.1560203;A
46.2551782;6.1560203;A
46.2551782;6.1560203;A
46.2551782;6.1560203;A
46.204494654063;6.1560215744354;A
46.207835929867;6.1560323032715;A
46.1673263;6.156034;A
46.255162;6.156036;A
46.255162;6.156036;B
46.255162;6.156036;A
46.200053198168;6.1560778650818;A
46.199771013872;6.156120780426;A
46.2013915;6.1561228000001;A
46.1661964;6.1561421;A
46.1661964;6.1561421;A
46.1964412;6.1561508;A
46.199760766742;6.1561523376647;A
46.199808143467;6.1561529669342;A
46.201085386272;6.1561636957703;A
46.1990058;6.156194;A
46.201085386272;6.1561958822784;A
46.298349;6.1562229;A
46.202086493242;6.156249860036;A
46.1673589;6.1563235;A
46.1673589;6.1563235;A
46.205177775866;6.1563327106811;A
46.199411747253;6.1563347278777;A
46.202117240426;6.1563391343933;A
46.205217687056;6.1563488039352;A
46.2053594;6.1563552;A
46.204984720565;6.1564614567139;A
46.206943404676;6.1564821571473;A
46.1964545;6.1565124;A
46.1964545;6.1565124;A
46.1964545;6.1565124;A
46.202341509863;6.156533612442;A
46.2068793;6.1565582;A
46.2068793;6.1565582;B
46.2023857848;6.1565711454731;A
46.2028519;6.1565827;B
46.1891958;6.1566037;A
46.1891958;6.1566037;A
46.1970764;6.1566282;A
46.206232142844;6.1566331180908;A
46.2568424;6.1566448;A
46.1964651;6.1566685;A
46.200430093445;6.1566723079559;A
46.3403462;6.156714;A
46.206660013689;6.1567474098083;A
46.199897254394;6.1567645105896;A
46.152704024476;6.156785988977;A
46.209983;6.1567996;A
46.209983;6.1567996;B
46.209983;6.1567996;A
46.209983;6.1567996;A
46.194359318047;6.1568111634765;A
46.2054450821;6.15682623714;B
46.209954675607;6.1568675471436;A
46.2056718;6.1569309;A
46.2056718;6.1569309;A
46.2056718;6.1569309;A
46.1984565;6.1569454;A
46.1984565;6.1569454;A
46.198606088956;6.1569764408447;A
46.200691859906;6.1569856283112;A
46.1994438;6.1570273;A
46.1994438;6.1570273;A
46.1994438;6.1570273;A
46.200261122511;6.1570327314911;A
46.2023083;6.157049;B
46.1864026;6.1570999;A
46.199296709935;6.1571373733846;A
46.1957152;6.1571785;A
46.1957152;6.1571785;A
46.2061103;6.1573042;A
46.203174369461;6.1573233905822;A
46.1970127;6.1573552;A
46.1955283;6.1573797;B
46.206013523622;6.1573912828338;A
46.1956009;6.1574144;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;B
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.1965906;6.157417;A
46.189181586562;6.1574914249756;A
46.1896788;6.1575397;A
46.1896788;6.1575397;A
46.2582927;6.1575963;A
46.2825123;6.157609;A
46.2825123;6.157609;A
46.205818683556;6.1576126007721;A
46.2953689;6.1576172;A
46.205284;6.1576398;A
46.1937492186;6.15766308635;B
46.241668313319;6.1577097388341;A
46.20559;6.1577183;A
46.2218819148;6.15781329;B
46.561315042607;6.1578301525452;A
46.198762036394;6.1578991207458;A
46.1971536;6.1579078;A
46.2057731;6.1579263;A
46.206124659533;6.1579506067932;A
46.1539911;6.1580221;A
46.206254418;6.15811369747;B
46.4460412;6.1581381999999;B
46.4460412;6.1581381999999;A
46.4460412;6.1581381999999;B
46.4460412;6.1581381999999;A
46.4460412;6.1581381999999;A
46.4460412;6.1581381999999;A
46.4460412;6.1581381999999;A
46.4460412;6.1581382;A
46.4460412;6.1581382;B
46.4460412;6.1581382;A
46.4460412;6.1581382;A
46.4460412;6.1581382;A
46.191464;6.1581551;A
46.193594367469;6.1581737256561;A
46.4464233;6.1581971000001;A
46.4464233;6.1581971000001;A
46.4464594;6.1582078;A
46.4464594;6.1582078;A
46.1888984;6.1582199;B
46.4473921;6.1582314;A
46.201466486745;6.1582353416472;A
46.4465036;6.1582361;A
46.2020873;6.1582967;A
46.198895;6.1583214;B
46.2057433;6.1583521;A
46.2057336;6.1583634;A
46.2005894;6.1584549;A
46.2014699;6.1584811;A
46.210387232451;6.1584854812499;A
46.210387232451;6.1584854812499;A
46.1901415;6.1585403;A
46.1711103;6.1585596;A
46.200596039247;6.1585612964477;A
46.1966939;6.1585935;A
46.1966939;6.1585935;A
46.1966939;6.1585935;A
46.1966939;6.1585935;A
46.1966939;6.1585935;A
46.1966939;6.1585935;A
46.1966939;6.1585935000001;A
46.1966939;6.1585935000001;A
46.202606;6.1587006;A
46.206320409142;6.1587191688754;A
46.1883738;6.1587633;A
46.201030743752;6.1587735853195;A
46.201026908508;6.1587909195003;A
46.200993614983;6.1587950429916;A
46.1972722;6.1588131;A
46.1972722;6.1588131;A
46.1972722;6.1588131;A
46.1969678;6.1588197;A
46.1969678;6.1588197;A
46.1969678;6.1588197;A
46.213805170042;6.158821800647;A
46.2058917;6.1588694;A
46.200527656483;6.1589001639626;B
46.1957977;6.1589113;A
46.20049251078;6.1590227024078;A
46.1812914;6.1590959;A
46.200499706478;6.1591329368927;A
46.215399887151;6.1591883387571;A
46.2062095;6.1593334;A
46.206285054368;6.1593360275391;A
46.200840336175;6.1593769821701;A
46.201122514979;6.1593769821701;A
46.201144792192;6.1593769821701;A
46.5488948;6.1593818;A
46.5488948;6.1593818;B
46.5488948;6.1593818;B
46.5488948;6.1593818;A
46.5488948;6.1593818;A
46.5488948;6.1593818;B
46.5488948;6.1593818;A
46.5488948;6.1593818;B
46.5488948;6.1593818;A
46.5488948;6.1593818;A
46.5488948;6.1593818;A
46.5488948;6.1593818;B
46.5488948;6.1593818;A
46.201100237758;6.1593877110062;A
46.206673137965;6.1594025364624;B
46.2064054;6.1594807;A
46.2030017;6.1594815999999;A
46.2062686;6.1595733;B
46.1969932;6.159597;A
46.1969932;6.159597;A
46.2049556;6.1596171;A
46.2002593;6.1596239;A
46.212528222961;6.1596371921875;A
46.2064814;6.1596396;A
46.2017444;6.1596796;A
46.2017444;6.1596796;A
46.2017444;6.1596796;A
46.2017444;6.1596796;A
46.2020505;6.1596984;A
46.2069218362;6.15972633591;B
46.20166846762;6.1597351303802;A
46.2064061;6.1597552;A
46.207204815561;6.1598088535644;B
46.201375865805;6.1598175880829;A
46.205060424384;6.1598509865082;A
46.2066357572;6.15986959636;A
46.201003482483;6.1598821716888;A
46.559817053365;6.1599184756103;A
46.176277;6.1599344;A
46.201304608823;6.1600140801178;A
46.201316669352;6.160021435968;A
46.200976732728;6.1600428936401;A
46.201297587686;6.1600558343933;A
46.2050447716;6.16007715356;B
46.2066906;6.1600779;A
46.449303018812;6.1600815367706;A
46.4485116;6.1601063;B
46.4485116;6.1601063;B
46.4485116;6.1601063;A
46.2016503;6.1601094;A
46.207288425952;6.1601102534423;A
46.1964171;6.1601113;A
46.2050746;6.1601447;A
46.2067294;6.1601621;A
46.2969645;6.1602794;A
46.2969645;6.1602794;A
46.2969645;6.1602794;A
46.2969645;6.1602794;A
46.2969645;6.1602794;A
46.4484581;6.160299;A
46.4486599;6.1603283;B
46.4485862;6.1603638;A
46.214102130225;6.1603667530396;A
46.19424;6.1603743;A
46.2052778;6.160393;B
46.2052778;6.160393;A
46.2052778;6.160393;A
46.2052778;6.160393;A
46.2052778;6.160393;A
46.2052778;6.160393;A
46.2052778;6.160393;A
46.2017616;6.1604048;A
46.181422314289;6.1604273710693;A
46.211473976833;6.1604311260559;A
46.2067408;6.1604871;B
46.1893575;6.1605392;A
46.1936123;6.1605575;A
46.1936123;6.1605575;B
46.1936123;6.1605575;B
46.1936488977;6.16056472062;B
46.193656324463;6.1605861782959;B
46.207254084892;6.1605869714111;A
46.193634044214;6.160596907132;A
46.207246659981;6.1605977002472;A
46.193634044214;6.1606612801484;A
46.1927503;6.1607073;A
46.2044732;6.1607169;A
46.2044732;6.1607169;A
46.2079540208;6.16086484745;B
46.1928603;6.160886;A
46.2075382296;6.16092922047;B
46.2011111;6.1609514;A
46.1935611;6.1609582;A
46.214874219184;6.1609675678589;A
46.2068784;6.1609843;A
46.2068784;6.1609843;A
46.2068784;6.1609843;A
46.1953728;6.1610991;A
46.2053554;6.1611509;A
46.2785155;6.1611734;A
46.2785155;6.1611734;A
46.2785155;6.1611734;A
46.2785155;6.1611734;A
46.1946638;6.1612583;A
46.1946638;6.1612583;A
46.1955456;6.1612635;B
46.1955456;6.1612635;A
46.1955456;6.1612635;A
46.1955456;6.1612635;B
46.1955456;6.1612635;B
46.1955456;6.1612635;A
46.1955456;6.1612635;A
46.1955456;6.1612635;A
46.2071625;6.1613075;B
46.1923524;6.1613255;A
46.1785614;6.161332;A
46.1588568;6.1613449;A
46.240514592201;6.1613837403997;A
46.2030413;6.1613854;A
46.1957181;6.1614019;A
46.20273;6.16142;A
46.2062067;6.1614308;B
